Student_ID,Gender,Age,Department,Year,Attendance,Quiz_Marks,Assignment_Marks,Midterm_Marks,Final_Marks,Semester,Academic_Year,GPA
122361,Male,24,Mechanical,3rd Year,56,74,80,80,40,Semester 1,2022-2023,2.6
122362,Male,18,Information Technology,2nd Year,87,48,69,99,95,Semester 2,2025-2026,3.3
122363,Male,18,Computer Science,3rd Year,97,73,71,98,56,Semester 1,2024-2025,2.91
122364,Female,24,Computer Science,3rd Year,53,76,48,100,76,Semester 1,2024-2025,3.0
122365,Male,19,Mechanical,4th Year,55,56,91,62,77,Semester 1,2025-2026,2.94
122366,Male,18,Mechanical,4th Year,100,79,50,52,63,Semester 2,2022-2023,2.38
122367,Female,19,Mechanical,1st Year,79,82,87,78,48,Semester 1,2023-2024,2.81
122368,Female,24,Computer Science,1st Year,50,60,50,68,68,Semester 1,2024-2025,2.49
122369,Female,19,Electronics,1st Year,73,40,54,69,66,Semester 1,2025-2026,2.39
122370,Female,21,Computer Science,4th Year,81,97,47,55,85,Semester 2,2022-2023,2.79
122371,Female,18,Business,3rd Year,71,68,66,92,63,Semester 2,2022-2023,2.87
122372,Male,24,Information Technology,2nd Year,98,100,64,97,72,Semester 1,2023-2024,3.22
122373,Male,22,Mechanical,1st Year,62,78,46,67,73,Semester 1,2024-2025,2.62
122374,Female,22,Civil,3rd Year,96,46,59,67,70,Semester 2,2023-2024,2.52
122375,Female,21,Computer Science,4th Year,93,82,55,78,83,Semester 2,2024-2025,2.98
122376,Female,24,Civil,3rd Year,86,58,94,65,95,Semester 1,2024-2025,3.27
122377,Female,21,Electronics,2nd Year,77,81,81,82,48,Semester 1,2022-2023,2.79
122378,Male,19,Computer Science,3rd Year,52,66,93,45,68,Semester 1,2023-2024,2.73
122379,Male,24,Electronics,4th Year,55,81,61,71,74,Semester 1,2025-2026,2.84
122380,Female,22,Electronics,1st Year,51,84,76,79,42,Semester 2,2022-2023,2.64
122381,Female,18,Computer Science,1st Year,84,94,93,63,76,Semester 1,2023-2024,3.19
122382,Female,22,Computer Science,1st Year,70,67,47,86,66,Semester 1,2025-2026,2.66
122383,Female,21,Electronics,1st Year,70,43,71,46,61,Semester 1,2022-2023,2.28
122384,Male,21,Business,1st Year,96,51,56,100,55,Semester 1,2025-2026,2.64
122385,Female,24,Business,3rd Year,80,74,89,44,86,Semester 2,2022-2023,2.98
122386,Female,24,Mechanical,1st Year,63,91,78,97,70,Semester 1,2025-2026,3.28
122387,Male,24,Computer Science,1st Year,57,54,56,56,96,Semester 1,2025-2026,2.79
122388,Female,24,Business,4th Year,97,84,71,58,50,Semester 2,2024-2025,2.49
122389,Male,19,Electronics,1st Year,77,99,92,50,87,Semester 2,2025-2026,3.23
122390,Female,18,Information Technology,1st Year,91,64,98,70,76,Semester 1,2024-2025,3.13
122391,Female,21,Civil,2nd Year,81,53,76,42,92,Semester 2,2024-2025,2.79
122392,Male,23,Information Technology,3rd Year,65,81,66,67,60,Semester 1,2023-2024,2.66
122393,Female,18,Computer Science,3rd Year,94,84,80,71,77,Semester 1,2025-2026,3.09
122394,Male,22,Computer Science,1st Year,86,96,71,74,78,Semester 1,2024-2025,3.12
122395,Male,19,Computer Science,2nd Year,80,68,47,82,88,Semester 2,2025-2026,2.93
122396,Male,24,Computer Science,2nd Year,87,93,92,63,65,Semester 1,2025-2026,3.02
122397,Female,22,Business,2nd Year,60,86,41,78,54,Semester 1,2025-2026,2.46
122398,Female,24,Information Technology,4th Year,95,75,53,73,51,Semester 2,2024-2025,2.42
122399,Male,23,Mechanical,1st Year,50,69,92,76,57,Semester 1,2024-2025,2.89
122400,Female,21,Business,2nd Year,50,88,59,75,46,Semester 2,2024-2025,2.51
122401,Female,21,Business,2nd Year,88,97,95,76,99,Semester 1,2025-2026,3.68
122402,Female,18,Electronics,1st Year,98,92,92,46,75,Semester 2,2024-2025,2.98
122403,Male,24,Electronics,1st Year,76,69,57,86,88,Semester 2,2022-2023,3.08
122404,Male,21,Electronics,2nd Year,66,94,89,61,65,Semester 1,2024-2025,2.97
122405,Female,23,Civil,3rd Year,64,47,82,55,91,Semester 2,2025-2026,2.93
122406,Male,18,Computer Science,1st Year,64,92,46,46,55,Semester 2,2022-2023,2.24
122407,Female,23,Business,3rd Year,51,77,87,55,40,Semester 1,2022-2023,2.44
122408,Female,20,Information Technology,3rd Year,63,46,85,58,98,Semester 1,2025-2026,3.08
122409,Female,21,Information Technology,3rd Year,73,100,57,81,78,Semester 2,2024-2025,3.07
122410,Male,22,Information Technology,1st Year,87,99,63,42,73,Semester 2,2025-2026,2.67
122411,Male,22,Mechanical,3rd Year,86,71,64,90,76,Semester 2,2025-2026,3.03
122412,Female,18,Computer Science,1st Year,73,42,89,73,80,Semester 1,2025-2026,2.99
122413,Male,23,Electronics,1st Year,81,90,73,98,74,Semester 2,2023-2024,3.29
122414,Female,23,Electronics,3rd Year,71,95,90,48,44,Semester 1,2025-2026,2.57
122415,Male,23,Computer Science,2nd Year,61,93,59,75,95,Semester 1,2022-2023,3.23
122416,Male,23,Business,2nd Year,60,46,82,84,94,Semester 2,2023-2024,3.25
122417,Male,20,Electronics,1st Year,98,46,79,88,71,Semester 2,2024-2025,2.94
122418,Female,21,Business,3rd Year,78,77,81,95,61,Semester 1,2024-2025,3.08
122419,Female,23,Electronics,3rd Year,52,42,88,42,64,Semester 2,2022-2023,2.45
122420,Female,19,Computer Science,4th Year,53,45,92,87,43,Semester 1,2022-2023,2.66
122421,Male,19,Information Technology,2nd Year,68,49,51,65,64,Semester 1,2022-2023,2.35
122422,Female,24,Business,3rd Year,84,53,69,47,88,Semester 1,2024-2025,2.71
122423,Female,24,Civil,1st Year,61,92,92,65,71,Semester 1,2025-2026,3.12
122424,Female,22,Business,1st Year,59,90,54,88,81,Semester 2,2025-2026,3.09
122425,Female,21,Business,3rd Year,59,77,89,55,85,Semester 2,2024-2025,3.09
122426,Male,19,Business,4th Year,59,66,96,61,99,Semester 1,2023-2024,3.35
122427,Male,18,Computer Science,2nd Year,66,84,62,85,75,Semester 2,2022-2023,3.02
122428,Female,21,Electronics,3rd Year,72,60,44,66,49,Semester 2,2024-2025,2.15
122429,Male,22,Electronics,1st Year,64,57,82,57,68,Semester 1,2023-2024,2.68
122430,Male,24,Civil,4th Year,62,81,54,71,81,Semester 2,2022-2023,2.87
122431,Male,20,Civil,4th Year,64,97,66,62,100,Semester 1,2022-2023,3.26
122432,Male,18,Business,1st Year,57,74,50,100,45,Semester 1,2024-2025,2.57
122433,Male,18,Civil,1st Year,56,63,84,83,46,Semester 2,2022-2023,2.69
122434,Female,23,Computer Science,2nd Year,65,92,79,78,86,Semester 1,2023-2024,3.33
122435,Male,21,Information Technology,1st Year,87,82,44,71,57,Semester 2,2024-2025,2.44
122436,Female,24,Civil,1st Year,74,42,75,72,97,Semester 2,2023-2024,3.08
122437,Female,20,Business,3rd Year,50,47,90,97,43,Semester 2,2023-2024,2.75
122438,Female,18,Mechanical,3rd Year,90,97,82,88,92,Semester 1,2023-2024,3.57
122439,Male,20,Business,4th Year,78,93,50,59,98,Semester 2,2022-2023,3.02
122440,Male,22,Information Technology,2nd Year,52,55,62,63,77,Semester 2,2022-2023,2.66
122441,Male,18,Civil,2nd Year,77,83,96,95,74,Semester 2,2024-2025,3.44
122442,Male,24,Electronics,3rd Year,72,87,100,96,71,Semester 2,2022-2023,3.48
122443,Female,19,Computer Science,1st Year,64,52,95,57,84,Semester 1,2024-2025,3.01
122444,Female,24,Electronics,4th Year,99,84,78,93,67,Semester 2,2023-2024,3.15
122445,Female,22,Electronics,1st Year,81,76,73,46,66,Semester 1,2023-2024,2.57
122446,Male,22,Computer Science,1st Year,74,54,84,58,40,Semester 2,2024-2025,2.3
122447,Female,23,Information Technology,3rd Year,69,62,76,96,60,Semester 1,2025-2026,2.93
122448,Female,18,Electronics,1st Year,57,78,82,48,97,Semester 2,2024-2025,3.13
122449,Female,19,Information Technology,3rd Year,71,82,97,57,97,Semester 1,2022-2023,3.39
122450,Male,20,Computer Science,2nd Year,74,71,67,73,72,Semester 2,2024-2025,2.83
122451,Female,19,Civil,4th Year,86,82,87,90,65,Semester 2,2025-2026,3.17
122452,Female,22,Electronics,1st Year,59,72,53,73,57,Semester 2,2024-2025,2.49
122453,Male,18,Electronics,4th Year,65,82,80,96,72,Semester 1,2024-2025,3.26
122454,Female,19,Computer Science,3rd Year,52,66,40,83,78,Semester 1,2023-2024,2.72
122455,Male,24,Computer Science,4th Year,95,93,68,44,59,Semester 1,2024-2025,2.5
122456,Female,19,Civil,1st Year,76,92,40,60,96,Semester 1,2023-2024,2.9
122457,Male,22,Computer Science,3rd Year,80,49,44,65,89,Semester 2,2022-2023,2.63
122458,Male,20,Mechanical,1st Year,67,51,89,93,54,Semester 2,2023-2024,2.88
122459,Male,19,Mechanical,2nd Year,68,47,84,80,58,Semester 1,2022-2023,2.73
122460,Female,23,Business,2nd Year,51,72,53,92,79,Semester 2,2022-2023,2.99
122461,Female,19,Business,3rd Year,70,77,53,60,100,Semester 2,2024-2025,2.99
122462,Male,21,Computer Science,3rd Year,64,100,55,70,53,Semester 2,2023-2024,2.59
122463,Male,22,Civil,4th Year,94,73,72,52,65,Semester 2,2022-2023,2.59
122464,Male,21,Mechanical,2nd Year,60,53,79,99,76,Semester 1,2023-2024,3.16
122465,Male,22,Electronics,3rd Year,56,89,77,91,74,Semester 1,2023-2024,3.25
122466,Male,22,Civil,4th Year,93,58,44,72,93,Semester 2,2022-2023,2.81
122467,Male,21,Computer Science,2nd Year,64,82,64,50,47,Semester 2,2023-2024,2.29
122468,Male,24,Mechanical,1st Year,82,95,42,55,100,Semester 2,2023-2024,2.94
122469,Male,20,Civil,2nd Year,84,51,67,79,61,Semester 1,2022-2023,2.62
122470,Male,20,Business,1st Year,87,99,82,64,78,Semester 1,2022-2023,3.15
122471,Male,22,Electronics,3rd Year,60,87,45,95,62,Semester 2,2023-2024,2.79
122472,Male,24,Computer Science,4th Year,50,76,78,87,99,Semester 1,2022-2023,3.49
122473,Male,24,Information Technology,2nd Year,70,80,97,82,97,Semester 2,2023-2024,3.63
122474,Female,21,Mechanical,1st Year,79,86,91,68,76,Semester 2,2023-2024,3.17
122475,Male,19,Electronics,2nd Year,76,57,44,76,54,Semester 2,2024-2025,2.3
122476,Female,22,Civil,1st Year,67,88,82,100,59,Semester 2,2025-2026,3.17
122477,Female,23,Mechanical,3rd Year,82,45,95,87,53,Semester 1,2024-2025,2.83
122478,Female,22,Business,3rd Year,50,44,88,75,47,Semester 1,2023-2024,2.55
122479,Male,18,Mechanical,2nd Year,69,90,45,78,82,Semester 1,2025-2026,2.92
122480,Female,20,Computer Science,1st Year,78,83,47,82,62,Semester 1,2025-2026,2.66
122481,Male,21,Electronics,3rd Year,62,94,84,82,63,Semester 1,2024-2025,3.11
122482,Female,19,Mechanical,4th Year,92,74,71,70,40,Semester 2,2022-2023,2.41
122483,Male,23,Mechanical,4th Year,98,68,97,55,59,Semester 1,2022-2023,2.75
122484,Male,24,Electronics,1st Year,88,75,40,75,65,Semester 2,2024-2025,2.51
122485,Female,19,Civil,3rd Year,88,55,70,49,86,Semester 1,2023-2024,2.72
122486,Female,23,Computer Science,1st Year,83,77,55,43,41,Semester 1,2022-2023,2.02
122487,Male,22,Mechanical,1st Year,72,66,88,53,42,Semester 2,2024-2025,2.39
122488,Female,19,Business,4th Year,97,59,79,95,91,Semester 1,2025-2026,3.37
122489,Male,19,Electronics,1st Year,62,97,77,51,59,Semester 2,2024-2025,2.69
122490,Male,22,Information Technology,4th Year,51,91,83,94,83,Semester 1,2023-2024,3.48
122491,Male,20,Business,1st Year,77,87,40,65,49,Semester 1,2022-2023,2.26
122492,Female,18,Business,3rd Year,53,63,43,57,68,Semester 1,2023-2024,2.33
122493,Male,20,Civil,4th Year,99,46,63,41,62,Semester 1,2022-2023,2.18
122494,Male,20,Computer Science,1st Year,88,53,62,77,80,Semester 2,2024-2025,2.83
122495,Male,18,Information Technology,1st Year,81,43,64,51,98,Semester 2,2024-2025,2.78
122496,Male,22,Civil,2nd Year,91,56,78,42,69,Semester 2,2022-2023,2.5
122497,Female,20,Mechanical,3rd Year,97,86,67,82,43,Semester 1,2024-2025,2.61
122498,Female,21,Computer Science,2nd Year,60,82,49,48,63,Semester 1,2025-2026,2.34
122499,Female,21,Civil,2nd Year,81,72,44,52,85,Semester 2,2023-2024,2.58
122500,Female,18,Civil,1st Year,98,63,44,67,58,Semester 1,2025-2026,2.3
122501,Male,21,Business,4th Year,74,52,89,92,96,Semester 2,2023-2024,3.47
122502,Male,22,Civil,2nd Year,54,63,77,98,90,Semester 2,2023-2024,3.39
122503,Male,19,Civil,4th Year,64,81,82,92,44,Semester 2,2024-2025,2.84
122504,Male,22,Information Technology,1st Year,86,52,84,100,52,Semester 2,2023-2024,2.88
122505,Male,18,Computer Science,2nd Year,79,65,90,41,91,Semester 2,2022-2023,2.97
122506,Male,19,Mechanical,3rd Year,53,49,68,85,53,Semester 2,2025-2026,2.57
122507,Female,21,Computer Science,3rd Year,53,80,46,89,86,Semester 1,2025-2026,3.03
122508,Male,20,Business,2nd Year,57,59,85,90,43,Semester 1,2024-2025,2.71
122509,Male,24,Information Technology,2nd Year,63,64,100,100,43,Semester 1,2023-2024,2.99
122510,Male,21,Computer Science,3rd Year,66,74,72,62,42,Semester 2,2023-2024,2.37
122511,Female,22,Information Technology,1st Year,60,53,66,80,77,Semester 1,2024-2025,2.86
122512,Male,22,Information Technology,4th Year,55,93,50,64,42,Semester 1,2024-2025,2.29
122513,Male,24,Information Technology,4th Year,80,90,78,66,78,Semester 1,2025-2026,3.07
122514,Male,18,Information Technology,2nd Year,61,92,46,73,91,Semester 1,2025-2026,3.02
122515,Female,20,Civil,1st Year,90,81,85,81,81,Semester 1,2022-2023,3.28
122516,Male,20,Computer Science,4th Year,100,55,91,63,64,Semester 2,2024-2025,2.77
122517,Male,19,Electronics,1st Year,87,100,44,69,84,Semester 1,2025-2026,2.91
122518,Female,19,Information Technology,1st Year,76,79,67,73,46,Semester 2,2022-2023,2.52
122519,Male,22,Information Technology,3rd Year,54,55,76,44,79,Semester 2,2022-2023,2.64
122520,Female,18,Computer Science,3rd Year,78,48,70,76,85,Semester 1,2024-2025,2.94
122521,Male,24,Civil,2nd Year,98,95,68,92,64,Semester 2,2025-2026,3.07
122522,Female,22,Mechanical,2nd Year,79,63,75,44,67,Semester 2,2022-2023,2.51
122523,Male,23,Information Technology,3rd Year,62,81,70,53,83,Semester 1,2023-2024,2.88
122524,Male,20,Civil,1st Year,62,59,48,47,87,Semester 2,2023-2024,2.52
122525,Female,20,Business,4th Year,78,68,97,73,44,Semester 2,2023-2024,2.72
122526,Male,22,Civil,4th Year,94,78,43,48,77,Semester 2,2022-2023,2.46
122527,Male,24,Electronics,2nd Year,54,75,41,69,98,Semester 1,2023-2024,2.92
122528,Female,20,Information Technology,2nd Year,63,96,74,43,84,Semester 2,2023-2024,2.92
122529,Male,24,Civil,3rd Year,71,72,99,64,78,Semester 2,2023-2024,3.15
122530,Female,19,Electronics,2nd Year,100,55,56,48,44,Semester 2,2025-2026,1.99
122531,Male,20,Civil,4th Year,66,90,100,48,72,Semester 1,2022-2023,3.03
122532,Female,19,Business,2nd Year,68,91,87,76,73,Semester 1,2025-2026,3.2
122533,Male,21,Business,2nd Year,95,76,84,53,57,Semester 1,2025-2026,2.62
122534,Male,24,Electronics,1st Year,94,50,40,79,76,Semester 1,2022-2023,2.55
122535,Female,18,Business,3rd Year,90,99,91,98,99,Semester 1,2023-2024,3.87
122536,Male,18,Electronics,1st Year,85,88,59,57,54,Semester 2,2022-2023,2.44
122537,Female,20,Business,3rd Year,97,100,48,96,85,Semester 1,2023-2024,3.23
122538,Female,18,Electronics,1st Year,61,79,77,91,77,Semester 2,2024-2025,3.23
122539,Female,23,Civil,2nd Year,74,99,59,81,100,Semester 1,2024-2025,3.39
122540,Male,21,Mechanical,1st Year,72,81,75,49,100,Semester 1,2023-2024,3.13
122541,Male,20,Computer Science,4th Year,66,54,50,51,89,Semester 1,2022-2023,2.58
122542,Male,19,Electronics,1st Year,84,43,79,86,99,Semester 1,2023-2024,3.29
122543,Female,21,Business,4th Year,88,65,89,58,59,Semester 1,2022-2023,2.69
122544,Female,24,Information Technology,4th Year,73,80,57,50,94,Semester 1,2023-2024,2.87
122545,Female,23,Computer Science,3rd Year,87,64,59,88,73,Semester 2,2024-2025,2.88
122546,Male,21,Mechanical,4th Year,89,61,99,46,88,Semester 1,2022-2023,3.05
122547,Female,18,Computer Science,4th Year,61,41,51,67,86,Semester 1,2025-2026,2.63
122548,Male,23,Computer Science,4th Year,92,95,83,47,68,Semester 2,2023-2024,2.82
122549,Male,19,Mechanical,2nd Year,87,55,60,41,95,Semester 2,2023-2024,2.67
122550,Male,22,Information Technology,3rd Year,63,73,99,52,56,Semester 2,2024-2025,2.73
122551,Male,21,Electronics,2nd Year,63,88,58,100,43,Semester 1,2022-2023,2.71
122552,Male,18,Civil,4th Year,59,53,75,95,66,Semester 1,2024-2025,2.94
122553,Male,24,Information Technology,4th Year,96,87,87,59,62,Semester 1,2025-2026,2.85
122554,Male,24,Business,2nd Year,50,96,79,59,48,Semester 2,2025-2026,2.63
122555,Male,21,Information Technology,2nd Year,72,66,65,99,81,Semester 2,2024-2025,3.17
122556,Female,19,Electronics,1st Year,77,94,55,52,58,Semester 2,2024-2025,2.45
122557,Male,24,Information Technology,1st Year,56,98,63,94,48,Semester 1,2024-2025,2.83
122558,Male,19,Business,4th Year,81,48,50,87,85,Semester 1,2025-2026,2.85
122559,Female,20,Information Technology,2nd Year,92,80,44,60,80,Semester 2,2024-2025,2.64
122560,Female,22,Business,3rd Year,60,95,87,72,74,Semester 1,2023-2024,3.2
122561,Female,22,Computer Science,3rd Year,58,65,72,45,43,Semester 2,2022-2023,2.16
122562,Female,18,Computer Science,4th Year,73,52,41,66,88,Semester 2,2023-2024,2.61
122563,Male,22,Mechanical,1st Year,89,61,97,42,62,Semester 1,2024-2025,2.62
122564,Female,19,Business,4th Year,53,60,54,80,40,Semester 1,2025-2026,2.26
122565,Female,22,Mechanical,3rd Year,66,86,72,45,89,Semester 2,2025-2026,2.93
122566,Female,18,Mechanical,2nd Year,70,40,75,97,91,Semester 1,2024-2025,3.23
122567,Female,21,Civil,4th Year,74,96,83,64,89,Semester 2,2025-2026,3.29
122568,Male,22,Electronics,3rd Year,82,74,66,54,86,Semester 1,2024-2025,2.85
122569,Female,22,Civil,2nd Year,52,93,78,84,88,Semester 1,2022-2023,3.41
122570,Female,24,Civil,3rd Year,53,85,59,68,65,Semester 2,2023-2024,2.69
122571,Female,19,Mechanical,1st Year,92,85,76,94,72,Semester 2,2022-2023,3.22
122572,Female,19,Electronics,3rd Year,62,91,74,88,88,Semester 2,2024-2025,3.4
122573,Male,24,Civil,4th Year,78,47,72,54,55,Semester 1,2023-2024,2.31
122574,Female,21,Computer Science,1st Year,100,89,40,87,51,Semester 2,2025-2026,2.52
122575,Female,24,Civil,4th Year,85,95,80,44,90,Semester 1,2025-2026,3.07
122576,Female,23,Computer Science,3rd Year,55,75,83,73,60,Semester 1,2025-2026,2.85
122577,Male,23,Civil,1st Year,84,100,71,68,50,Semester 2,2025-2026,2.69
122578,Female,20,Business,4th Year,63,77,61,57,60,Semester 1,2023-2024,2.48
122579,Female,22,Business,3rd Year,50,93,66,42,70,Semester 1,2022-2023,2.62
122580,Male,19,Electronics,2nd Year,56,50,92,96,92,Semester 1,2025-2026,3.47
122581,Female,20,Business,3rd Year,80,42,61,70,70,Semester 1,2024-2025,2.54
122582,Male,22,Computer Science,3rd Year,97,66,77,94,83,Semester 1,2023-2024,3.27
122583,Male,22,Business,4th Year,87,60,48,84,93,Semester 2,2025-2026,2.98
122584,Female,20,Computer Science,3rd Year,90,68,81,74,42,Semester 2,2023-2024,2.55
122585,Female,19,Mechanical,4th Year,93,89,49,62,80,Semester 1,2022-2023,2.76
122586,Male,21,Computer Science,4th Year,69,74,63,97,95,Semester 1,2025-2026,3.37
122587,Male,23,Business,2nd Year,78,85,62,87,70,Semester 1,2024-2025,2.98
122588,Female,22,Civil,2nd Year,76,95,95,67,52,Semester 2,2023-2024,2.92
122589,Male,24,Civil,1st Year,71,58,100,77,80,Semester 1,2025-2026,3.24
122590,Male,18,Mechanical,3rd Year,64,99,77,55,52,Semester 1,2023-2024,2.64
122591,Female,18,Information Technology,4th Year,52,87,92,60,43,Semester 2,2022-2023,2.64
122592,Male,18,Computer Science,2nd Year,99,83,92,66,51,Semester 1,2025-2026,2.79
122593,Male,24,Computer Science,4th Year,62,95,84,84,47,Semester 1,2024-2025,2.91
122594,Male,21,Computer Science,1st Year,80,50,73,85,70,Semester 2,2025-2026,2.86
122595,Male,23,Civil,3rd Year,60,62,92,89,48,Semester 2,2024-2025,2.85
122596,Male,22,Electronics,4th Year,80,79,94,67,97,Semester 2,2022-2023,3.44
122597,Male,19,Electronics,2nd Year,84,63,57,44,48,Semester 1,2023-2024,2.06
122598,Female,19,Electronics,2nd Year,79,87,90,100,86,Semester 2,2024-2025,3.63
122599,Male,24,Mechanical,4th Year,85,61,55,46,52,Semester 2,2023-2024,2.1
122600,Female,23,Mechanical,4th Year,72,63,74,45,64,Semester 1,2024-2025,2.46
122601,Female,21,Civil,4th Year,64,45,89,62,70,Semester 2,2022-2023,2.76
122602,Female,23,Electronics,3rd Year,99,77,86,41,62,Semester 2,2023-2024,2.6
122603,Female,22,Information Technology,2nd Year,87,85,54,43,72,Semester 1,2025-2026,2.49
122604,Female,20,Business,1st Year,89,88,67,91,82,Semester 2,2025-2026,3.26
122605,Female,20,Computer Science,1st Year,87,82,91,45,84,Semester 2,2022-2023,3.03
122606,Female,22,Electronics,2nd Year,52,45,86,52,100,Semester 1,2025-2026,3.05
122607,Female,22,Information Technology,2nd Year,72,80,70,54,93,Semester 2,2024-2025,3.02
122608,Male,19,Computer Science,2nd Year,70,54,88,71,89,Semester 1,2022-2023,3.16
122609,Female,21,Computer Science,1st Year,54,43,49,96,60,Semester 1,2023-2024,2.55
122610,Female,21,Mechanical,4th Year,74,89,42,51,62,Semester 2,2024-2025,2.33
122611,Female,23,Information Technology,1st Year,59,86,54,77,46,Semester 1,2023-2024,2.47
122612,Male,24,Electronics,2nd Year,97,52,60,60,41,Semester 1,2025-2026,2.09
122613,Female,24,Electronics,4th Year,61,94,91,40,42,Semester 1,2023-2024,2.46
122614,Male,19,Civil,1st Year,81,47,78,82,62,Semester 1,2022-2023,2.75
122615,Female,18,Information Technology,3rd Year,71,55,42,76,40,Semester 1,2025-2026,2.07
122616,Female,20,Computer Science,1st Year,80,70,68,78,83,Semester 1,2023-2024,3.04
122617,Male,22,Business,4th Year,83,87,72,100,83,Semester 1,2025-2026,3.4
122618,Female,23,Mechanical,4th Year,79,97,77,40,100,Semester 2,2023-2024,3.15
122619,Male,20,Civil,4th Year,67,65,73,87,42,Semester 1,2022-2023,2.58
122620,Male,20,Mechanical,2nd Year,60,72,67,72,76,Semester 2,2022-2023,2.89
122621,Female,23,Computer Science,1st Year,84,77,68,82,66,Semester 1,2022-2023,2.89
122622,Female,21,Computer Science,3rd Year,77,75,87,95,59,Semester 1,2025-2026,3.1
122623,Male,19,Business,2nd Year,67,87,100,61,53,Semester 2,2025-2026,2.87
122624,Male,18,Mechanical,1st Year,50,50,93,81,88,Semester 2,2023-2024,3.27
122625,Female,18,Civil,3rd Year,83,93,79,95,57,Semester 1,2025-2026,3.1
122626,Female,23,Computer Science,1st Year,51,90,47,98,45,Semester 1,2024-2025,2.62
122627,Female,23,Electronics,3rd Year,54,100,47,73,95,Semester 1,2025-2026,3.13
122628,Male,19,Electronics,3rd Year,56,82,100,90,94,Semester 2,2023-2024,3.71
122629,Female,20,Electronics,1st Year,67,64,80,57,88,Semester 2,2024-2025,2.99
122630,Male,19,Business,2nd Year,71,59,71,81,98,Semester 1,2023-2024,3.25
122631,Female,24,Civil,3rd Year,78,68,96,75,63,Semester 2,2023-2024,3.0
122632,Male,19,Civil,2nd Year,96,94,47,91,45,Semester 2,2024-2025,2.57
122633,Male,24,Information Technology,3rd Year,77,89,85,80,46,Semester 2,2023-2024,2.83
122634,Female,22,Information Technology,4th Year,88,100,79,71,72,Semester 1,2024-2025,3.11
122635,Male,22,Business,4th Year,70,55,95,74,97,Semester 2,2023-2024,3.38
122636,Male,20,Business,3rd Year,63,47,88,51,82,Semester 2,2022-2023,2.82
122637,Male,21,Electronics,4th Year,74,50,90,67,52,Semester 1,2025-2026,2.6
122638,Male,18,Business,3rd Year,50,45,70,85,47,Semester 1,2024-2025,2.48
122639,Male,22,Mechanical,2nd Year,70,79,75,100,98,Semester 2,2024-2025,3.6
122640,Female,20,Mechanical,1st Year,81,71,84,98,50,Semester 2,2023-2024,2.95
122641,Female,23,Electronics,3rd Year,79,46,58,49,40,Semester 2,2024-2025,1.91
122642,Male,19,Information Technology,1st Year,92,85,62,67,50,Semester 1,2023-2024,2.5
122643,Female,24,Civil,4th Year,100,75,67,80,48,Semester 1,2025-2026,2.59
122644,Male,22,Mechanical,3rd Year,57,62,99,68,64,Semester 1,2024-2025,2.94
122645,Male,19,Civil,3rd Year,95,86,40,91,40,Semester 1,2024-2025,2.39
122646,Female,19,Electronics,3rd Year,87,66,45,76,41,Semester 2,2023-2024,2.18
122647,Male,22,Civil,3rd Year,85,65,73,64,92,Semester 2,2025-2026,3.05
122648,Male,24,Mechanical,1st Year,53,90,54,73,46,Semester 1,2025-2026,2.45
122649,Male,20,Business,1st Year,73,94,70,97,97,Semester 2,2024-2025,3.59
122650,Female,23,Information Technology,4th Year,58,98,76,71,92,Semester 2,2025-2026,3.35
122651,Female,24,Mechanical,2nd Year,50,55,54,60,59,Semester 1,2023-2024,2.3
122652,Male,18,Computer Science,3rd Year,76,93,81,62,66,Semester 2,2024-2025,2.91
122653,Male,20,Civil,1st Year,82,47,48,81,57,Semester 1,2023-2024,2.37
122654,Male,21,Civil,1st Year,78,68,82,83,64,Semester 1,2023-2024,2.95
122655,Male,24,Civil,1st Year,85,82,77,57,61,Semester 1,2024-2025,2.69
122656,Male,24,Electronics,1st Year,91,78,41,57,65,Semester 1,2025-2026,2.36
122657,Female,24,Electronics,2nd Year,96,63,49,100,99,Semester 1,2022-2023,3.25
122658,Female,21,Mechanical,3rd Year,54,59,86,69,45,Semester 1,2024-2025,2.53
122659,Female,18,Information Technology,3rd Year,78,66,100,63,93,Semester 1,2024-2025,3.33
122660,Female,24,Computer Science,3rd Year,58,60,100,95,59,Semester 2,2024-2025,3.14
122661,Male,23,Information Technology,1st Year,84,99,76,70,73,Semester 2,2024-2025,3.08
122662,Male,24,Business,3rd Year,54,46,66,49,62,Semester 2,2023-2024,2.29
122663,Female,21,Information Technology,2nd Year,85,90,86,40,41,Semester 1,2022-2023,2.37
122664,Female,19,Computer Science,2nd Year,88,60,68,47,49,Semester 2,2025-2026,2.2
122665,Male,21,Electronics,1st Year,84,89,73,60,40,Semester 2,2025-2026,2.42
122666,Female,22,Civil,1st Year,96,42,89,57,58,Semester 1,2022-2023,2.52
122667,Male,24,Electronics,3rd Year,63,82,51,88,52,Semester 1,2023-2024,2.61
122668,Male,19,Civil,2nd Year,51,83,71,80,47,Semester 2,2024-2025,2.67
122669,Male,24,Civil,4th Year,56,99,89,78,72,Semester 2,2023-2024,3.27
122670,Female,20,Electronics,1st Year,64,87,65,74,52,Semester 2,2024-2025,2.64
122671,Female,23,Information Technology,3rd Year,61,59,86,97,42,Semester 2,2023-2024,2.77
122672,Female,18,Civil,4th Year,87,53,49,67,42,Semester 2,2024-2025,2.07
122673,Female,22,Electronics,2nd Year,80,81,85,68,79,Semester 1,2022-2023,3.12
